Country Name,Country Code,Year,GDP_USD,GDP_PER_CAP_USD,INFLATION,POPULATION,UNEMPLOYMENT_RATE,EXPORTS,IMPORTS
Africa Eastern and Southern,AFE,2014,978743758351.278,1656.16770915726,5.40353538297499,590968990.0,6.94701073401333,28.6004395761468,33.068165447177
Albania,ALB,2014,13296322588.1684,4602.23051443229,1.44342053888136,2889104.0,18.055,28.0683434875498,46.9528588208631
Algeria,DZA,2014,238942664192.59,6094.69392314956,1.45036466218247,39205031.0,10.207,27.6194863705878,29.3040555963989
Angola,AGO,2014,135966802586.713,5005.9997412707,3.56088477205805,27160769.0,16.406,44.6950294609853,34.6378933219044
Arab World,ARB,2014,2926204954050.54,7311.28996894347,0.772588256655638,400231008.0,11.0374017204054,48.65500009551,38.3343667853007
Argentina,ARG,2014,526319673731.638,12233.1444119186,40.2829716315506,43024071.0,7.268,14.4054785893756,14.0013150558519
Armenia,ARM,2014,11609513246.7958,3852.11800610384,2.30918242990974,3013800.0,17.498,28.5603816555446,47.2184853070945
Australia,AUS,2014,1468265356427.76,62544.0873773726,1.40539601622476,23475686.0,6.078,21.0876033946651,21.3964196324343
Austria,AUT,2014,438556021078.034,51314.9722616322,2.00674413208939,8546356.0,5.674,53.8561570961341,50.6405828931259
Azerbaijan,AZE,2014,75239785452.1022,7890.84028062087,-1.33020442312517,9535079.0,4.91,43.2735566584935,26.2096685368412
"Bahamas, The",BHS,2014,11139100000.0,29137.2175632622,4.40807478656231,382298.0,13.8,37.3629826467129,43.1740445816987
Bahrain,BHR,2014,34772526595.7447,26451.7965647453,-1.44043683471969,1314562.0,1.141,92.2255357196123,76.3503224222473
Bangladesh,BGD,2014,172886611653.786,1094.46199702838,5.66878852513904,157964929.0,4.416,18.9896599950107,25.5244202017989
Belarus,BLR,2014,78813069120.9984,8341.31809294883,18.192598477073,9448515.0,5.902,54.941004057247,55.7104203103354
Belgium,BEL,2014,537987419164.351,47995.7786961339,0.840395740063599,11209057.0,8.523,79.3965205800202,79.1750903735027
Belize,BLZ,2014,2138250000.0,6128.14288539305,1.11425408928791,348923.0,8.244,55.4893019992985,51.6310066643283
